clientid,income,default
101,51461.05317,0
102,41285.17231,0
103,62895.74977,0
104,57296.16082,1
105,60844.09249,0
106,47634.54955,0
107,23998.32369,1
108,63391.61597,0
109,21534.55122,0
110,28255.65251,0
111,36496.13393,0
112,41631.6663,0
113,68762.41666,0
114,30075.26492,0
115,41302.67418,0
116,39703.75943,0
117,63161.09204,0
118,63062.1421,0
119,34507.52791,0
120,27954.70777,0
121,37369.38206,0
122,43912.06274,1
123,22766.7745,0
124,21603.3057,0
125,61952.90669,0
126,36116.36509,0
127,26157.77727,0
128,26458.3832,0
129,69156.30377,0
130,39441.44476,0
131,60119.06581,0
132,55613.48546,0
133,37049.38624,1
134,23122.06493,0
135,48790.13243,0
136,59132.68516,0
137,55305.57483,0
138,26037.46364,1
139,64899.80503,0
140,27089.12432,1
141,45341.47464,1
142,24865.79807,0
143,28239.54321,1
144,52730.0805,0
145,28982.05815,0
146,36221.26601,1
147,33551.12437,0
148,43891.35597,0
149,45148.88572,0
150,58481.01216,0
151,69579.92921,0
152,52743.30857,0
153,65635.66153,0
154,34559.90704,0
155,60218.53153,0
156,51689.54854,0
157,47541.61434,0
158,62905.79302,1
159,65632.60458,0
160,31847.85372,0
161,27947.44028,0
162,62246.72725,0
163,40154.68857,0
164,58627.55488,0
165,33441.05107,1
166,55603.7868,0
167,31046.37897,1
168,44708.09987,0
169,23340.2707,0
170,24830.18197,0
171,31422.74739,0
172,60477.23385,0
173,26039.02149,0
174,36186.84807,0
175,39772.11873,0
176,34730.16407,0
177,23118.48331,0
178,50072.84763,1
179,67465.06239,0
180,38625.63201,1
181,45227.48283,1
182,64901.89773,0
183,40543.91354,0
184,27793.26672,0
185,61167.77482,1
186,64619.66462,1
187,37593.75787,0
188,35032.6496,0
189,58364.46498,0
190,56945.81041,0
191,27204.84855,1
192,21648.26103,0
193,31077.85689,0
194,42522.92241,0
195,31769.24772,0
196,35556.77991,1
197,52908.82424,0
198,35045.13141,0
199,44488.16448,0
200,41679.93712,0
201,54619.9472,0
202,38053.62313,1
203,64718.66178,0
204,43159.08497,0
205,29445.5105,0
206,25817.38988,0
207,66356.85674,0
208,56676.158,0
209,61000.04277,0
210,58906.25169,0
211,49589.15372,0
212,40141.60354,0
213,31659.72821,0
214,62658.22163,0
215,39264.4835,0
216,46643.12648,0
217,30515.37212,0
218,65077.32203,0
219,60871.869,0
220,25011.1039,0
221,68407.18551,0
222,43727.43934,0
223,45788.7471,0
224,65705.01082,0
225,32434.70251,0
226,58121.66858,1
227,62498.50725,0
228,26090.72588,0
229,64780.93854,1
230,65588.40342,1
231,65743.70367,0
232,37164.52158,0
233,65176.52978,0
234,34615.54217,1
235,59079.46505,0
236,56267.17164,1
237,34862.82129,0
238,60521.3641,0
239,42276.78291,0
240,38451.17771,0
241,45985.10865,0
242,51000.42244,0
243,31523.10777,0
244,28648.67675,0
245,27514.42796,1
246,27441.00038,0
247,67709.24159,0
248,38600.70719,0
249,30950.29541,1
250,27083.82287,0
251,21512.74527,0
252,34796.00356,0
253,27089.39284,0
254,25259.40163,0
255,47007.31358,0
256,20358.66502,0
257,67900.22653,0
258,54418.47099,0
259,51288.55469,1
260,28199.60163,0
261,22199.61514,0
262,50514.46963,0
263,34414.24034,0
264,37633.08743,0
265,55235.50407,0
266,45587.55184,0
267,52757.79494,0
268,41174.80813,0
269,25685.5352,0
270,28145.303,0
271,52094.21837,0
272,33552.38598,1
273,37400.93377,0
274,21605.72509,1
275,57562.89174,0
276,62288.53961,1
277,22767.2642,0
278,20943.04333,1
279,20622.8601,1
280,48436.66463,0
281,27574.63418,0
282,62889.36214,0
283,37683.20049,0
284,54974.4555,0
285,56326.08667,0
286,65670.88344,0
287,50730.73339,0
288,64184.91579,0
289,66179.32411,0
290,24969.5268,0
291,54925.51827,0
292,67879.24802,0
293,67787.52676,0
294,31657.6193,0
295,36559.13503,0
296,57787.56566,0
297,42521.72601,0
298,51935.18063,0
299,45677.87613,0
300,51363.59581,0
301,27218.56103,0
302,43677.62922,1
303,21533.59551,0
304,28010.19093,0
305,51589.28275,0
306,50480.95269,1
307,43957.35058,1
308,61878.34655,0
309,60153.33697,0
310,33388.58334,0
311,41310.40178,0
312,25576.95393,0
313,51455.09845,0
314,48134.15693,0
315,51348.5273,0
316,20532.82373,0
317,33297.21402,0
318,55858.54924,0
319,43777.51848,0
320,27789.51906,0
321,36132.42388,0
322,20145.9886,0
323,63108.70739,0
324,26581.61453,0
325,62040.88963,0
326,69958.70554,1
327,38082.51952,0
328,45183.05418,1
329,36242.44796,0
330,44527.2589,0
331,40496.25582,0
332,24698.66931,0
333,60560.30553,0
334,48018.21146,0
335,30216.25196,0
336,61742.23995,0
337,47288.42667,0
338,24658.89932,0
339,64644.3481,0
340,57517.72414,0
341,52945.54779,0
342,36366.99041,0
343,62113.72957,1
344,62279.5195,0
345,61799.08496,0
346,50139.74001,1
347,69566.68435,0
348,44897.48837,0
349,22572.30276,0
350,37123.07964,1
351,68744.78865,0
352,21081.19418,0
353,58828.29212,0
354,46706.45886,1
355,32312.85338,0
356,60778.76502,0
357,30948.04155,0
358,60122.01157,0
359,43321.68112,0
360,47904.34124,0
361,58597.38325,0
362,66091.90591,1
363,47316.70138,0
364,40872.63977,0
365,35154.49348,0
366,32222.81881,0
367,40447.67296,0
368,48463.20455,0
369,42843.09913,0
370,50310.42244,0
371,57565.19996,0
372,55066.18297,0
373,46065.94821,0
374,38309.58566,0
375,54472.14476,0
376,58695.0944,0
377,54748.91231,0
378,46328.17192,0
379,49633.32747,0
380,66339.78388,0
381,62650.71966,0
382,27646.78005,0
383,21437.61575,0
384,50648.19844,0
385,29670.67184,0
386,20258.53866,1
387,34475.21797,0
388,28926.43246,0
389,20660.66895,0
390,24987.93409,0
391,29672.56081,0
392,23241.59989,0
393,24217.22876,0
394,65574.09334,0
395,55994.45879,0
396,67369.33212,0
397,23305.77149,1
398,35195.46635,0
399,27135.07262,0
400,24037.16514,0
401,51625.31323,0
402,50705.76626,0
403,58079.1569,1
404,62192.46707,0
405,62553.66841,0
406,68147.95732,1
407,27619.66141,0
408,65330.19284,0
409,26680.14584,0
410,46104.59891,0
411,44904.59764,0
412,52934.59443,0
413,43509.75776,1
414,22118.35733,0
415,56275.41002,0
416,48630.97953,1
417,64272.7,0
418,24349.00295,0
419,34332.31526,0
420,64940.24109,0
421,30595.74801,0
422,53422.21625,1
423,69995.68558,0
424,48270.79624,0
425,27028.15559,0
426,23519.86609,0
427,37302.0834,0
428,55601.27185,1
429,62678.64545,0
430,41602.43398,1
431,27533.00133,0
432,30594.17656,0
433,47846.9459,0
434,55273.275,1
435,23086.25541,0
436,29621.27488,1
437,47533.92095,0
438,62519.18418,0
439,50878.95904,0
440,58580.95951,0
441,69445.64945,1
442,60929.17235,0
443,35496.6655,0
444,33572.4235,0
445,55306.91435,0
446,34141.92764,0
447,40453.89095,0
448,69088.77742,0
449,30885.6922,0
450,58683.22632,0
451,60675.81216,0
452,68460.68003,0
453,63653.83991,1
454,42522.57576,0
455,54140.42913,1
456,47548.36262,0
457,24114.01226,0
458,20686.23909,1
459,21412.30861,1
460,69391.1466,0
461,32319.26222,0
462,52862.94714,0
463,48383.27615,0
464,36430.5384,0
465,44268.89401,1
466,63806.32925,0
467,46195.77717,0
468,23743.16077,0
469,22089.83748,0
470,54707.28851,0
471,23203.64719,0
472,25342.25068,0
473,31645.63282,1
474,32306.8084,0
475,61262.81632,0
476,26388.7273,0
477,53009.42543,0
478,58163.54068,0
479,38665.03393,0
480,25289.04722,0
481,66049.93403,1
482,56282.98253,0
483,35778.61523,1
484,29174.24031,0
485,55934.43256,0
486,32256.86152,0
487,68052.80692,0
488,26957.05387,0
489,48685.04202,1
490,38288.07108,0
491,42468.02083,0
492,55377.77303,0
493,54231.70279,1
494,53283.25871,0
495,52534.78548,0
496,47847.51563,1
497,59998.25327,0
498,58684.51301,0
499,49114.78793,0
500,57179.40201,0
501,69395.11648,1
502,43963.73801,0
503,66326.47247,0
504,35886.72684,0
505,35578.23411,0
506,48689.00043,0
507,56510.83536,0
508,50275.89996,0
509,56665.49409,0
510,42912.09054,0
511,22169.72922,0
512,35919.80732,0
513,61987.68527,0
514,30044.68352,0
515,61528.27242,0
516,31196.49177,0
517,66003.95999,1
518,56960.67384,0
519,41315.10789,0
520,64913.34384,1
521,32804.90449,0
522,25789.2098,0
523,31908.35431,0
524,56050.30258,1
525,66505.77569,0
526,57504.07174,0
527,44619.11149,0
528,21158.93529,0
529,22765.19092,0
530,25052.82026,0
531,61006.1073,0
532,62321.24247,0
533,49604.54421,0
534,48433.37349,0
535,57590.28328,1
536,62691.70137,1
537,51121.65687,0
538,22516.54035,0
539,60857.23505,0
540,62908.35748,0
541,49665.63384,0
542,65322.80107,0
543,20598.92656,0
544,55476.65698,0
545,26218.49485,1
546,40794.87023,0
547,53719.65111,0
548,20715.53563,0
549,57163.8524,0
550,33751.20531,1
551,44832.56472,0
552,51035.63346,0
553,53493.48601,0
554,58205.68,0
555,47439.94076,1
556,47586.22771,0
557,26100.85126,0
558,45326.40367,0
559,24391.75623,0
560,53741.37102,0
561,40053.72227,0
562,53033.86413,0
563,25176.50201,0
564,31210.84702,0
565,23532.2763,0
566,63776.77079,0
567,52278.765,0
568,56015.81322,0
569,56110.93994,0
570,57856.80823,1
571,30187.09186,1
572,30786.87193,0
573,22279.29977,0
574,42476.26553,0
575,58147.79986,0
576,36266.21187,0
577,39045.49716,0
578,64467.80368,0
579,36594.80667,0
580,58797.76286,0
581,66653.27093,0
582,48271.49838,1
583,30991.43192,1
584,45446.51834,1
585,37142.73889,0
586,58320.80889,1
587,24825.54068,0
588,20511.42944,0
589,48326.32089,0
590,55441.35879,0
591,60496.90792,0
592,25296.15423,0
593,50414.32032,0
594,67984.04038,0
595,50382.39977,0
596,49413.29854,0
597,61464.82064,0
598,53784.04957,0
599,35993.28793,0
600,63402.00468,0
601,40484.97132,0
602,26168.01227,0
603,60044.28152,0
604,23984.55095,0
605,40359.70119,0
606,33583.89108,0
607,68038.79202,0
608,45652.05927,0
609,34399.20978,1
610,57628.43892,0
611,24294.67689,1
612,52218.88251,0
613,50061.76774,0
614,49352.27422,0
615,21087.35554,0
616,23812.25268,0
617,49395.16649,0
618,33338.94399,0
619,29668.32072,0
620,45936.5972,0
621,55948.06772,0
622,53239.50071,0
623,43694.03444,0
624,24078.0725,0
625,50258.55302,0
626,41816.65683,0
627,36892.71622,0
628,23886.56761,1
629,48757.76505,0
630,34601.68266,0
631,52986.00455,0
632,50740.95102,0
633,53096.9914,0
634,38500.00065,0
635,41004.26236,0
636,63585.36459,0
637,31823.68106,0
638,26242.63362,0
639,63531.24599,0
640,64751.14654,0
641,31091.2763,0
642,66871.26736,0
643,25098.65283,0
644,33720.58922,0
645,28182.52329,0
646,27334.56971,0
647,68694.84318,1
648,46195.62167,0
649,34488.20985,0
650,57827.6631,1
651,20346.46905,0
652,60480.9758,0
653,51915.67978,0
654,54625.50698,1
655,48305.42709,0
656,28577.96451,0
657,53400.82701,0
658,43414.48789,0
659,47526.23413,0
660,46082.07216,0
661,32195.59252,0
662,49067.09129,0
663,21293.47713,0
664,52100.91739,0
665,48334.38778,0
666,58507.62355,0
667,27521.04034,0
668,63914.22537,0
669,28598.83265,0
670,23298.46675,0
671,35697.55414,0
672,40376.16358,0
673,56534.96684,0
674,36088.93861,0
675,34158.63397,0
676,29732.05762,0
677,41736.20154,1
678,42236.45609,0
679,28796.85084,0
680,55097.38848,1
681,40916.56415,0
682,20908.3351,1
683,57999.77239,0
684,57746.58159,0
685,55116.23451,0
686,57765.52116,0
687,45200.9928,0
688,42435.18949,0
689,46365.57352,0
690,57187.70089,0
691,66539.9276,0
692,25244.7267,0
693,54780.34561,0
694,59253.12146,0
695,48540.34154,0
696,30415.10508,1
697,48768.69924,0
698,52299.21808,1
699,42242.48912,0
700,28218.96527,0
701,40208.13186,0
702,61419.67284,1
703,51282.50524,1
704,36017.90275,0
705,57575.00979,1
706,53330.76714,0
707,39834.51984,0
708,62469.42837,0
709,40334.61673,0
710,47542.8027,0
711,55883.62286,0
712,29163.01588,0
713,47786.14106,1
714,29736.3105,0
715,50831.42753,1
716,62030.046,0
717,54049.01274,0
718,34336.01759,0
719,31895.71531,0
720,51894.5401,0
721,37616.71086,0
722,22076.948,0
723,56252.95371,0
724,26316.75849,0
725,23120.87961,0
726,39033.03271,0
727,32420.81815,0
728,68827.24433,0
729,58092.20489,0
730,43538.85612,0
731,64040.48418,0
732,34395.22922,0
733,57405.51493,0
734,22581.13397,0
735,27952.94598,0
736,54022.91284,1
737,63546.16476,0
738,60713.4303,0
739,44519.32947,0
740,40997.79899,0
741,63661.38333,0
742,34429.14674,0
743,29181.86143,0
744,52510.43824,0
745,37536.34724,0
746,35683.74495,0
747,45622.29071,0
748,67385.40318,0
749,69411.79253,0
750,48322.51407,1
751,40836.58881,1
752,38035.95133,0
753,42696.97137,0
754,24181.69479,0
755,33194.40264,0
756,32541.46153,0
757,38381.41306,0
758,25921.91253,0
759,58810.97173,1
760,63025.74408,0
761,29954.00451,0
762,40641.52302,0
763,43940.9107,0
764,65166.97287,1
765,58820.38206,0
766,50719.76308,0
767,46766.59592,0
768,67520.7596,0
769,28386.25355,0
770,68276.03076,0
771,30731.72628,0
772,30012.25109,0
773,38075.31877,0
774,55932.39657,0
775,27966.24445,0
776,53825.53674,0
777,65451.49652,0
778,39473.99586,0
779,42344.80871,0
780,36112.87441,0
781,32720.5048,1
782,27973.82656,0
783,21306.03312,0
784,36029.30158,0
785,48457.96355,1
786,46038.51066,0
787,34247.15902,1
788,64247.615,0
789,62109.76709,0
790,21481.80379,0
791,20762.47447,0
792,33756.52723,0
793,54325.80727,1
794,33197.8078,0
795,56846.47423,0
796,26542.93109,0
797,53200.54815,0
798,38073.4069,0
799,43937.21904,0
800,49284.81941,0
801,22869.32345,0
802,60113.34254,0
803,23613.25569,0
804,68755.09442,0
805,26449.32829,0
806,42855.41611,0
807,25686.77894,0
808,67125.64924,0
809,27427.78945,0
810,37145.57306,0
811,41702.60077,0
812,20710.77596,0
813,39124.16436,0
814,32834.64674,0
815,26267.2214,0
816,41254.2282,1
817,38268.6966,0
818,37087.26876,0
819,38458.13304,0
820,40185.77567,0
821,65481.94555,0
822,57426.68048,0
823,47903.31425,0
824,34222.18775,0
825,28481.2656,0
826,43069.65215,0
827,33093.96186,0
828,61363.85606,0
829,68100.73562,0
830,50551.48034,0
831,54421.05401,0
832,32152.45974,0
833,40230.97571,0
834,53483.374,0
835,65137.93776,0
836,29496.59413,0
837,45181.93371,0
838,24994.7782,0
839,54820.97401,1
840,62955.60829,0
841,52956.24608,0
842,40366.20324,1
843,60005.01013,0
844,37598.38508,0
845,61323.0009,0
846,21243.9323,0
847,62111.43441,0
848,56524.87881,0
849,51718.13696,0
850,43205.63175,0
851,26934.19744,0
852,68966.82256,0
853,31527.3472,0
854,46839.06109,0
855,32151.29686,0
856,40831.80192,0
857,30868.80482,0
858,62988.82643,0
859,65496.76748,0
860,63032.62627,0
861,27287.07454,1
862,44299.37174,0
863,44091.34923,0
864,26617.03032,0
865,21856.23353,0
866,28072.60436,0
867,35950.48845,0
868,28982.11236,0
869,51790.72645,0
870,65000.81962,0
871,29761.04601,1
872,23081.45074,0
873,60016.74099,0
874,54619.15536,0
875,66274.2081,0
876,49380.65863,0
877,46283.06746,0
878,25554.69852,0
879,36680.18192,1
880,30383.67633,0
881,67730.4437,1
882,36446.72414,0
883,33648.73899,0
884,53852.79954,0
885,61298.21867,0
886,69465.74696,0
887,39102.04171,0
888,29366.58233,1
889,67949.73807,0
890,29468.85918,1
891,56839.4019,0
892,38277.93687,0
893,49664.27072,0
894,49972.01083,0
895,27356.80095,0
896,36840.60366,0
897,51438.81407,0
898,40614.72205,0
899,56738.63732,0
900,68004.68622,0
901,44458.63729,0
902,66801.19751,0
903,48991.85368,1
904,69430.93662,0
905,27989.1111,0
906,67675.80477,0
907,47985.72247,1
908,43388.20947,0
909,63182.45567,0
910,20568.89131,0
911,25833.71723,1
912,23087.3014,0
913,36124.71783,1
914,57330.61941,0
915,47240.25312,0
916,55730.62923,0
917,61660.40132,0
918,49746.88744,1
919,23973.68759,0
920,28085.4796,0
921,33585.47474,0
922,44179.3851,0
923,56025.41973,0
924,49369.70415,0
925,26889.36474,0
926,30873.21764,0
927,30608.94324,0
928,54878.08965,0
929,32423.80685,0
930,46608.36902,0
931,65689.1897,0
932,49054.86027,0
933,20310.57756,0
934,66423.39933,0
935,45783.15475,0
936,62887.76267,0
937,51088.21078,0
938,66217.94485,0
939,62799.75061,0
940,45789.48752,0
941,59727.40599,0
942,35513.58955,0
943,29178.97759,0
944,67501.69225,0
945,66255.02953,0
946,63558.86409,0
947,63441.71236,0
948,64983.15424,1
949,56946.64594,0
950,52349.87246,0
951,31473.45878,0
952,59267.3392,0
953,66809.17325,0
954,48083.31155,0
955,20629.3473,1
956,25363.33106,1
957,28873.67417,0
958,41430.85526,1
959,53612.13123,0
960,51555.74026,0
961,46564.3789,0
962,61200.42748,0
963,29307.32077,0
964,67687.18308,1
965,52565.06574,0
966,52920.14801,1
967,34981.36783,1
968,65210.8371,1
969,60016.07961,0
970,23066.96468,0
971,52603.87864,0
972,20111.36326,0
973,32759.70028,0
974,30578.02016,0
975,21211.58939,0
976,53746.32658,1
977,45214.10922,0
978,58465.0497,1
979,54422.97349,0
980,62842.06439,0
981,53005.13229,0
982,40749.02818,1
983,49804.41083,1
984,37277.24612,1
985,46883.20654,1
986,31763.3692,0
987,61013.18158,0
988,41285.3589,0
989,39133.89186,0
990,62171.80256,0
991,53638.64595,0
992,49264.58489,0
993,63114.49699,0
994,58165.50622,0
995,43029.80326,1
996,21593.62266,0
997,49104.76824,0
998,65776.23241,0
999,36192.14945,1
1000,62165.86119,0
1001,50793.35572,0
1002,62422.20379,0
1003,63166.99496,0
1004,23717.56785,0
1005,66797.66467,1
1006,30272.20362,0
1007,55741.19569,0
1008,30742.57971,1
1009,20491.56433,0
1010,35620.41863,0
1011,50206.13372,0
1012,67935.45387,0
1013,59223.3966,0
1014,32657.26868,0
1015,55931.65458,0
1016,23694.77887,0
1017,44324.28637,0
1018,34735.49175,0
1019,67064.34474,0
1020,42761.49268,0
1021,49517.72233,1
1022,54372.18266,0
1023,29941.96837,0
1024,68414.12078,0
1025,23891.24457,0
1026,47187.57155,1
1027,39819.92094,0
1028,50632.27924,0
1029,39970.21125,0
1030,55176.1396,0
1031,50533.57195,0
1032,52983.87446,0
1033,31187.66993,0
1034,34909.98223,0
1035,53810.84766,0
1036,55478.96737,0
1037,60394.09487,0
1038,36845.73868,0
1039,60264.94065,0
1040,52981.5086,0
1041,50222.76242,1
1042,59256.55596,0
1043,43203.41422,0
1044,46288.75641,1
1045,58176.15493,0
1046,25631.43473,0
1047,58977.99765,1
1048,25048.01599,0
1049,33436.48901,1
1050,23787.36705,0
1051,69456.56777,0
1052,65447.61161,0
1053,68743.35318,0
1054,36052.5776,0
1055,24820.79247,0
1056,26046.38417,0
1057,60850.80244,0
1058,69929.011,0
1059,53298.49615,0
1060,48818.38232,0
1061,38042.08416,0
1062,42119.82271,0
1063,62247.87974,0
1064,62252.08816,0
1065,36973.08569,0
1066,54217.23678,1
1067,44218.76632,0
1068,33274.05027,0
1069,54656.54904,1
1070,67593.51708,1
1071,39472.70725,0
1072,30572.44686,0
1073,50447.69963,0
1074,49198.65266,0
1075,53768.22821,0
1076,52809.54629,0
1077,38011.72665,1
1078,58910.29177,0
1079,57914.73107,0
1080,39494.76692,0
1081,45918.87525,0
1082,55649.05588,1
1083,27136.6288,0
1084,62724.63612,0
1085,32921.84858,0
1086,28482.64955,0
1087,44170.22174,0
1088,60664.3716,0
1089,64501.93043,1
1090,28237.51739,0
1091,67420.59545,0
1092,55642.99339,0
1093,56086.05809,0
1094,57676.73918,1
1095,62535.63285,0
1096,60686.76857,0
1097,25032.30094,0
1098,22228.34529,0
1099,41435.15375,0
1100,43955.4094,0
1101,60063.69309,0
1102,34635.74475,1
1103,63944.32373,1
1104,35403.42733,0
1105,53654.07937,0
1106,23508.23073,0
1107,61869.46603,0
1108,20674.89708,0
1109,22127.92411,0
1110,27408.72961,0
1111,60720.7961,0
1112,34760.01932,0
1113,23057.36392,0
1114,42380.99506,0
1115,37887.54939,1
1116,39988.74074,0
1117,25026.50564,0
1118,43588.08143,0
1119,20897.42669,1
1120,24904.62467,0
1121,66068.63504,0
1122,36126.23109,0
1123,23626.72679,0
1124,30200.24326,0
1125,65569.78524,0
1126,20617.26101,0
1127,25817.45462,1
1128,21448.82799,0
1129,69370.17764,0
1130,34145.79955,0
1131,52651.25686,0
1132,40069.33838,0
1133,39246.54489,0
1134,56233.78954,0
1135,49264.26833,0
1136,30451.63616,0
1137,28726.9963,1
1138,20113.25349,1
1139,43434.77543,0
1140,59208.71608,1
1141,69310.95727,0
1142,60567.42444,0
1143,22048.89504,0
1144,66733.71025,0
1145,22209.00951,1
1146,49032.66241,0
1147,26558.36106,0
1148,49255.45797,0
1149,30218.15123,0
1150,56317.08282,1
1151,53825.43058,0
1152,34927.99361,0
1153,53287.38502,0
1154,32032.55674,0
1155,48405.72681,0
1156,46132.91405,0
1157,29049.07149,0
1158,68550.68786,0
1159,47474.8196,0
1160,50021.65541,0
1161,64089.13191,0
1162,28451.70557,0
1163,58132.47127,0
1164,30961.16614,0
1165,64162.64961,0
1166,67470.11702,0
1167,68263.76624,0
1168,42889.33416,0
1169,20155.79236,0
1170,58178.61457,0
1171,45735.45569,0
1172,30037.20313,0
1173,64392.51221,0
1174,26291.3758,0
1175,36008.381,0
1176,54953.97966,0
1177,28753.32549,0
1178,41993.98432,0
1179,56696.4586,0
1180,51906.04616,0
1181,30939.39338,0
1182,38520.72397,0
1183,33489.03986,0
1184,52836.00643,0
1185,51733.28751,1
1186,41273.7715,0
1187,68223.68431,0
1188,28222.87891,0
1189,21921.36108,0
1190,38852.93302,1
1191,59621.36764,0
1192,41377.7456,0
1193,54405.62497,0
1194,60103.01157,0
1195,67528.65421,0
1196,61156.93738,0
1197,42955.6946,0
1198,46923.04677,0
1199,24951.25749,0
1200,26267.52942,0
1201,64603.92088,1
1202,34667.0204,0
1203,66008.39707,1
1204,45840.20762,0
1205,32188.01624,0
1206,50289.66475,1
1207,36837.53085,0
1208,28852.03381,0
1209,68127.16681,0
1210,41349.12251,0
1211,69132.46258,0
1212,38477.3256,0
1213,68291.15365,0
1214,58074.60654,0
1215,26867.10826,0
1216,32348.45015,0
1217,31044.39176,0
1218,29279.74979,0
1219,35145.10019,0
1220,44405.28066,0
1221,42059.6369,0
1222,28612.20306,0
1223,46546.70455,0
1224,22832.32393,1
1225,21565.92154,0
1226,26078.21358,1
1227,60503.54785,0
1228,31233.30776,0
1229,34505.80093,0
1230,35485.11827,0
1231,45986.3534,1
1232,43308.17898,1
1233,53284.11968,0
1234,68398.28748,0
1235,64743.70707,0
1236,68412.60985,0
1237,59695.10715,1
1238,32406.57073,0
1239,33184.19598,0
1240,47688.25057,0
1241,42591.59524,0
1242,34051.52804,0
1243,61800.03438,1
1244,45360.71627,0
1245,20252.12346,1
1246,30134.7096,0
1247,56217.3265,0
1248,31722.73095,0
1249,60178.44619,0
1250,51144.24305,0
1251,22449.07739,0
1252,44932.87511,0
1253,40929.48394,0
1254,31092.26772,0
1255,44743.55163,0
1256,60770.22902,0
1257,43528.48431,0
1258,25008.94953,0
1259,47433.41542,0
1260,50064.34637,0
1261,60348.41356,0
1262,67471.1271,0
1263,30492.87567,0
1264,25640.07888,1
1265,55040.75817,0
1266,34476.70638,0
1267,23345.86645,0
1268,24426.02987,0
1269,65849.88967,0
1270,60454.52565,0
1271,22680.31843,0
1272,44471.87373,1
1273,46572.32,0
1274,24369.84125,0
1275,56830.27286,0
1276,46942.99652,0
1277,42521.79071,0
1278,63188.32853,0
1279,29410.17752,0
1280,46668.62847,0
1281,62693.26958,0
1282,65307.12748,0
1283,59589.06429,0
1284,41019.54879,0
1285,48058.87138,0
1286,50208.53002,0
1287,62526.88793,0
1288,48192.18561,0
1289,30884.05673,1
1290,36965.74248,0
1291,43536.03891,1
1292,69181.66406,0
1293,64233.0407,1
1294,52593.51506,0
1295,32282.25175,0
1296,54077.84328,0
1297,51595.35748,0
1298,23097.37648,0
1299,27407.0562,0
1300,64395.29807,0
1301,60432.21666,0
1302,42990.98283,0
1303,41581.88992,1
1304,53289.06529,0
1305,22372.50524,0
1306,57119.73969,1
1307,31112.05942,0
1308,68936.32135,0
1309,20436.33129,0
1310,20583.61217,0
1311,58988.3058,0
1312,45311.83184,0
1313,60856.83099,0
1314,45818.28325,0
1315,20904.55548,0
1316,49908.29187,0
1317,55988.29528,1
1318,62125.25811,0
1319,48822.72096,0
1320,29976.8291,0
1321,41944.26819,0
1322,36970.36044,0
1323,39992.71911,1
1324,42450.54304,0
1325,42146.93762,1
1326,52841.51644,0
1327,66418.95631,0
1328,44047.66656,0
1329,24821.21413,0
1330,35583.61854,0
1331,25289.60724,0
1332,39770.12866,0
1333,59511.1387,0
1334,51211.65404,0
1335,56530.49727,0
1336,42604.46298,0
1337,66642.00775,0
1338,35527.83449,0
1339,66896.76531,0
1340,51980.35954,0
1341,40081.42056,0
1342,50167.67175,0
1343,39545.95959,0
1344,43372.39761,0
1345,33084.16985,0
1346,53187.97965,0
1347,48290.88046,0
1348,66078.76935,0
1349,51547.16666,0
1350,39393.14058,0
1351,69592.01083,0
1352,54588.50119,0
1353,44964.0106,0
1354,46081.64555,0
1355,45564.01535,0
1356,62657.60254,0
1357,67921.63211,0
1358,59514.01238,0
1359,48422.53611,0
1360,22001.31745,0
1361,52529.69877,1
1362,24061.46316,1
1363,23450.87213,0
