income,loan,default
28010.19093,3971.155479,0
51589.28275,56.99097407,0
50480.95269,8831.184365,1
43957.35058,5416.357798,1
61878.34655,567.6687734,0
60153.33697,6472.347007,0
33388.58334,4551.876889,0
41310.40178,4481.162213,0
25576.95393,1922.656626,0
51455.09845,9447.117157,0
48134.15693,2075.596112,0
51348.5273,1507.891341,0
20532.82373,1897.780821,0
33297.21402,3674.74134,0
55858.54924,5630.444972,0
43777.51848,3601.299685,0
27789.51906,186.8280739,0
36132.42388,99.4495914,0
20145.9886,839.8390632,0
63108.70739,5757.848995,0
26581.61453,5090.392774,0
62040.88963,7643.631046,0
69958.70554,8755.691977,1
38082.51952,4213.465259,0
45183.05418,5953.453524,1
36242.44796,5688.994849,0
44527.2589,4588.472286,0
40496.25582,4834.603798,0
24698.66931,2427.650788,0
60560.30553,1994.621134,0
48018.21146,6120.090021,0
30216.25196,2116.53731,0
61742.23995,8068.319704,0
47288.42667,4004.988852,0
24658.89932,590.5980812,0
64644.3481,9848.171449,0
57517.72414,4536.857209,0
52945.54779,6262.007945,0
36366.99041,371.040895,0
62113.72957,11928.50986,1
62279.5195,6801.405893,0
61799.08496,5619.217604,0
50139.74001,7758.799823,1
69566.68435,9875.037183,0
44897.48837,5732.399032,0
22572.30276,724.1931885,0
37123.07964,5659.509278,1
68744.78865,5207.883117,0
21081.19418,2395.16535,0
58828.29212,5947.645468,0
46706.45886,7084.263509,1
32312.85338,228.3308036,0
60778.76502,10021.04922,0
30948.04155,3995.807295,0
60122.01157,7189.350735,0
43321.68112,743.867141,0
47904.34124,6183.514146,0
58597.38325,2588.490266,0
66091.90591,8743.509701,1
47316.70138,1940.674044,0
40872.63977,5312.491706,0
35154.49348,4037.719604,0
32222.81881,934.4771331,0
40447.67296,1072.192659,0
48463.20455,8120.25809,0
42843.09913,839.869024,0
50310.42244,8361.7191,0
57565.19996,5353.561654,0
55066.18297,9332.702666,0
46065.94821,4947.308728,0
38309.58566,3545.723971,0
54472.14476,10836.38309,0
58695.0944,1826.516302,0
54748.91231,5438.093693,0
46328.17192,7879.676208,0
49633.32747,7915.313443,0
66339.78388,2350.891508,0
62650.71966,6425.365364,0
27646.78005,3132.148692,0
21437.61575,2563.960873,0
50648.19844,7110.755833,0
29670.67184,2928.984088,0
20258.53866,2767.8373,1
34475.21797,3162.133837,0
28926.43246,750.067107,0
20660.66895,1756.037625,0
24987.93409,3946.898246,0
29672.56081,607.9094842,0
23241.59989,457.1966172,0
24217.22876,2104.384323,0
65574.09334,3031.246326,0
55994.45879,680.6196961,0
67369.33212,2299.418172,0
23305.77149,4521.004312,1
35195.46635,2836.988178,0
27135.07262,1387.248801,0
24037.16514,2469.364426,0
51625.31323,4592.24555,0
50705.76626,1096.967075,0
58079.1569,11540.04581,1
62192.46707,1863.891003,0
62553.66841,4641.704785,0
68147.95732,12307.56232,1
27619.66141,2774.832781,0
65330.19284,4030.803692,0
26680.14584,1671.184924,0
46104.59891,2342.472921,0
44904.59764,4953.773599,0
52934.59443,3248.627718,0
43509.75776,7363.037639,1
22118.35733,3928.121846,0
56275.41002,2224.88416,0
48630.97953,5862.833029,1
64272.7,4929.878818,0
24349.00295,3890.47105,0
34332.31526,1225.720223,0
64940.24109,8196.930726,0
30595.74801,3495.069881,0
53422.21625,7441.759617,1
69995.68558,2084.370861,0
48270.79624,6232.280399,0
27028.15559,331.3643087,0
23519.86609,2368.381231,0
37302.0834,2366.17424,0
55601.27185,10533.45516,1
62678.64545,333.4413981,0
41602.43398,7005.079292,1
27533.00133,1551.420288,0
30594.17656,118.3421421,0
47846.9459,3713.262688,0
55273.275,10282.99745,1
23086.25541,1256.40116,0
29621.27488,5575.253691,1
47533.92095,6637.770871,0
62519.18418,2324.547705,0
50878.95904,3257.012629,0
58580.95951,4317.715478,0
69445.64945,10643.40418,1
60929.17235,11146.07446,0
35496.6655,168.0547853,0
33572.4235,3369.377023,0
55306.91435,5272.535014,0
34141.92764,3371.66431,0
40453.89095,890.9395353,0
69088.77742,11246.48815,0
30885.6922,5216.354091,0
58683.22632,271.7344685,0
60675.81216,11617.74891,0
68460.68003,949.9566247,0
63653.83991,8866.527185,1
42522.57576,5036.25528,0
54140.42913,7896.223766,1
47548.36262,6153.936564,0
24114.01226,3900.829601,0
20686.23909,3052.576691,1
21412.30861,2639.710126,1
69391.1466,2550.265147,0
32319.26222,2733.420559,0
52862.94714,9754.152239,0
48383.27615,2763.263955,0
36430.5384,5855.185594,0
44268.89401,6043.143106,1
63806.32925,114.4999674,0
46195.77717,927.0675939,0
23743.16077,3254.74895,0
22089.83748,2584.022038,0
54707.28851,10255.19011,0
23203.64719,749.1453684,0
25342.25068,871.5300911,0
31645.63282,5193.838197,1
32306.8084,3603.364078,0
61262.81632,5564.163603,0
26388.7273,1191.332138,0
53009.42543,3589.253506,0
58163.54068,2237.927764,0
38665.03393,6152.004833,0
25289.04722,3701.537602,0
66049.93403,13172.6813,1
56282.98253,8215.558384,0
35778.61523,5544.654684,1
29174.24031,665.5770001,0
55934.43256,5643.179899,0
32256.86152,2809.322185,0
68052.80692,1415.718263,0
26957.05387,4172.988238,0
48685.04202,9698.582169,1
38288.07108,1723.399373,0
42468.02083,1902.26561,0
55377.77303,6882.873416,0
54231.70279,10156.14231,1
53283.25871,4065.218795,0
52534.78548,3810.131842,0
47847.51563,8494.016431,1
59998.25327,4659.535976,0
58684.51301,5415.817417,0
49114.78793,6388.85036,0
57179.40201,2991.967351,0
69395.11648,11047.68434,1
43963.73801,4481.436861,0
66326.47247,5602.160022,0
35886.72684,843.749092,0
35578.23411,3640.848886,0
48689.00043,3859.471823,0
56510.83536,9255.439649,0
50275.89996,5541.821255,0
56665.49409,11159.79317,0
42912.09054,4550.122853,0
22169.72922,947.1996384,0
35919.80732,1227.109484,0
61987.68527,2618.243037,0
30044.68352,1428.439625,0
61528.27242,10897.90548,0
31196.49177,987.2615366,0
66003.95999,11207.49523,1
56960.67384,4856.483454,0
41315.10789,1378.909057,0
64913.34384,9781.326722,1
32804.90449,4961.25568,0
25789.2098,2410.277414,0
31908.35431,1857.461578,0
56050.30258,6870.83901,1
66505.77569,6571.197021,0
57504.07174,8107.267645,0
44619.11149,2474.977159,0
21158.93529,3562.308296,0
22765.19092,540.6177247,0
25052.82026,3367.701923,0
61006.1073,5850.770691,0
62321.24247,10649.07205,0
49604.54421,7045.919202,0
48433.37349,789.6333613,0
57590.28328,7676.310663,1
62691.70137,8244.7489,1
51121.65687,6471.628202,0
22516.54035,4267.451902,0
60857.23505,10486.74435,0
62908.35748,3213.898146,0
49665.63384,2713.885075,0
65322.80107,2739.71999,0
20598.92656,3872.402468,0
55476.65698,4733.50583,0
26218.49485,3343.816358,1
40794.87023,6519.43706,0
53719.65111,1670.737893,0
20715.53563,369.5277394,0
57163.8524,577.5307824,0
33751.20531,6494.184336,1
44832.56472,1256.253538,0
51035.63346,2889.880195,0
53493.48601,5030.8288,0
58205.68,10035.60302,0
47439.94076,7896.356942,1
47586.22771,3343.056276,0
26100.85126,960.1372514,0
45326.40367,5142.110837,0
24391.75623,2198.144889,0
53741.37102,6513.150125,0
40053.72227,44.5272461,0
53033.86413,10427.4705,0
25176.50201,3064.718488,0
31210.84702,3853.088042,0
23532.2763,1077.8404,0
63776.77079,6697.971583,0
52278.765,4269.136035,0
56015.81322,2275.763425,0
56110.93994,9351.006131,0
57856.80823,8824.164747,1
30187.09186,4462.823258,1
30786.87193,3563.319789,0
22279.29977,3141.338536,0
42476.26553,8334.182008,0
58147.79986,3951.189747,0
36266.21187,3206.927665,0
39045.49716,1165.492158,0
64467.80368,521.5757014,0
36594.80667,3492.334022,0
58797.76286,8892.963303,0
66653.27093,5180.71186,0
48271.49838,6077.680287,1
30991.43192,4589.267265,1
45446.51834,8474.982464,1
37142.73889,161.2375511,0
58320.80889,10033.49168,1
24825.54068,3650.196352,0
20511.42944,931.7900744,0
48326.32089,7168.707002,0
55441.35879,10768.74784,0
60496.90792,1115.154587,0
25296.15423,1320.462443,0
50414.32032,2468.171999,0
67984.04038,1642.969471,0
50382.39977,9183.842295,0
49413.29854,2554.044352,0
61464.82064,5099.08746,0
53784.04957,2761.85138,0
35993.28793,901.9277107,0
63402.00468,7530.767633,0
40484.97132,1093.679203,0
26168.01227,3040.98135,0
60044.28152,6823.434443,0
23984.55095,4622.275198,0
40359.70119,1783.697326,0
33583.89108,1251.867366,0
68038.79202,10108.79585,0
45652.05927,5408.212129,0
34399.20978,6019.834423,1
57628.43892,5021.639683,0
24294.67689,4360.053009,1
52218.88251,9792.091531,0
50061.76774,6145.131817,0
49352.27422,3362.774486,0
21087.35554,3353.693571,0
23812.25268,2716.655819,0
49395.16649,5927.574676,0
33338.94399,2929.851424,0
29668.32072,2042.436463,0
45936.5972,8525.231909,0
55948.06772,8569.220573,0
53239.50071,4606.156805,0
43694.03444,5049.635509,0
24078.0725,3276.139948,0
50258.55302,1086.246165,0
41816.65683,4534.575973,0
36892.71622,6463.647751,0
23886.56761,4440.419617,1
48757.76505,1833.581051,0
34601.68266,2430.101618,0
52986.00455,4928.607034,0
50740.95102,784.5773121,0
53096.9914,2663.052609,0
38500.00065,7571.682318,0
41004.26236,1016.141008,0
63585.36459,1594.972682,0
31823.68106,2290.430342,0
26242.63362,1801.228195,0
63531.24599,6917.508435,0
64751.14654,2289.851251,0
31091.2763,4071.083034,0
66871.26736,3614.268185,0
25098.65283,2611.848092,0
33720.58922,1365.952209,0
28182.52329,2285.956538,0
27334.56971,2963.794432,0
68694.84318,12731.89464,1
46195.62167,2888.633728,0
34488.20985,2156.314406,0
57827.6631,10816.75901,1
20346.46905,656.0331879,0
60480.9758,3216.094541,0
51915.67978,2282.911022,0
54625.50698,8619.745177,1
48305.42709,4833.47747,0
28577.96451,1639.225639,0
53400.82701,10418.19298,0
43414.48789,7170.946724,0
47526.23413,8957.330544,0
46082.07216,2921.235379,0
32195.59252,4980.013585,0
49067.09129,7258.968492,0
21293.47713,1368.691922,0
52100.91739,4767.277192,0
48334.38778,2234.443137,0
58507.62355,694.1351678,0
27521.04034,2699.851346,0
63914.22537,139.3145719,0
28598.83265,524.2010921,0
23298.46675,1741.183919,0
35697.55414,2907.958272,0
40376.16358,3901.937984,0
56534.96684,2161.083752,0
36088.93861,6222.415273,0
34158.63397,2911.408067,0
29732.05762,3485.018026,0
41736.20154,7602.613055,1
42236.45609,4749.068675,0
28796.85084,706.2289942,0
55097.38848,9342.479427,1
40916.56415,5219.804028,0
20908.3351,3133.624447,1
57999.77239,859.5892942,0
57746.58159,727.194665,0
55116.23451,10284.60679,0
57765.52116,5445.22266,0
45200.9928,7335.962568,0
42435.18949,2766.280914,0
46365.57352,5443.276307,0
57187.70089,9390.672261,0
66539.9276,12129.08223,0
25244.7267,1278.999504,0
54780.34561,8134.220408,0
59253.12146,7327.283577,0
48540.34154,1012.934993,0
30415.10508,4362.083152,1
48768.69924,500.5991056,0
52299.21808,7880.685807,1
42242.48912,2070.379381,0
28218.96527,1305.082433,0
40208.13186,459.0346888,0
61419.67284,9921.672387,1
51282.50524,8445.385343,1
36017.90275,1526.392476,0
57575.00979,9857.22995,1
53330.76714,2343.497556,0
39834.51984,699.9557764,0
62469.42837,7286.550391,0
40334.61673,6808.869955,0
47542.8027,9448.209721,0
55883.62286,974.5630674,0
29163.01588,1469.129704,0
47786.14106,7181.478553,1
29736.3105,657.0484089,0
50831.42753,9572.586884,1
62030.046,7572.567589,0
54049.01274,4569.647911,0
34336.01759,3441.644524,0
31895.71531,3423.346172,0
51894.5401,6579.534007,0
37616.71086,5732.240108,0
22076.948,3948.143344,0
56252.95371,7327.070282,0
26316.75849,923.0284413,0
23120.87961,1417.846522,0
39033.03271,5757.890479,0
32420.81815,1494.212974,0
68827.24433,1049.175477,0
58092.20489,5277.74042,0
43538.85612,8523.901116,0
64040.48418,5408.727767,0
34395.22922,2089.7325,0
57405.51493,6914.75154,0
22581.13397,34.28510582,0
27952.94598,3965.251974,0
54022.91284,10641.45144,1
63546.16476,6170.239116,0
60713.4303,396.2336776,0
44519.32947,1446.468103,0
40997.79899,7908.331843,0
63661.38333,6095.308749,0
34429.14674,2240.277404,0
29181.86143,2529.612969,0
52510.43824,1858.30824,0
37536.34724,2634.358585,0
35683.74495,4337.825559,0
45622.29071,528.1812501,0
67385.40318,6747.232379,0
69411.79253,12176.78244,0
48322.51407,7732.696396,1
40836.58881,6994.487801,1
38035.95133,4298.705028,0
42696.97137,222.1964386,0
24181.69479,1529.018868,0
33194.40264,6615.387858,0
32541.46153,780.8328568,0
38381.41306,322.7241556,0
25921.91253,5104.746789,0
58810.97173,9099.724338,1
63025.74408,2956.977746,0
29954.00451,5774.07427,0
40641.52302,5042.326368,0
43940.9107,2855.379187,0
65166.97287,8859.087469,1
58820.38206,530.6578241,0
50719.76308,4770.937668,0
46766.59592,2383.407757,0
67520.7596,13041.77945,0
28386.25355,1718.943782,0
68276.03076,4842.07796,0
30731.72628,1129.562412,0
30012.25109,3972.151405,0
38075.31877,6928.943621,0
55932.39657,4876.366909,0
27966.24445,4445.203178,0
53825.53674,5272.804792,0
65451.49652,8129.048931,0
39473.99586,6034.153228,0
42344.80871,6800.246806,0
36112.87441,3737.212187,0
32720.5048,4367.26495,1
27973.82656,403.4021354,0
21306.03312,3791.023528,0
36029.30158,2928.100439,0
48457.96355,8108.172683,1
46038.51066,6868.987805,0
34247.15902,6458.790585,1
64247.615,4513.203694,0
62109.76709,2816.430158,0
21481.80379,1137.657891,0
20762.47447,2385.224837,0
33756.52723,1169.835925,0
54325.80727,6978.525057,1
33197.8078,3993.146866,0
56846.47423,5268.227475,0
26542.93109,4233.089586,0
53200.54815,3090.473119,0
38073.4069,2284.005677,0
43937.21904,3213.541963,0
49284.81941,493.589997,0
22869.32345,527.5515684,0
60113.34254,8253.384569,0
23613.25569,2469.234585,0
68755.09442,10990.53375,0
26449.32829,2952.123152,0
42855.41611,4923.814846,0
25686.77894,3728.397031,0
67125.64924,7482.067369,0
27427.78945,719.9466646,0
37145.57306,1510.735507,0
41702.60077,6105.727929,0
20710.77596,3960.710873,0
39124.16436,401.3267334,0
32834.64674,4184.578203,0
26267.2214,1136.117271,0
41254.2282,6993.049441,1
38268.6966,2522.057185,0
37087.26876,6391.153194,0
38458.13304,3644.30607,0
40185.77567,1002.340574,0
65481.94555,10614.24849,0
57426.68048,2461.974406,0
47903.31425,4283.226974,0
34222.18775,3582.151364,0
28481.2656,5302.179943,0
43069.65215,4091.561292,0
33093.96186,3852.992444,0
61363.85606,9636.804731,0
68100.73562,8124.59898,0
50551.48034,5262.616088,0
54421.05401,6229.836019,0
32152.45974,3550.584889,0
40230.97571,745.1947491,0
53483.374,1459.668599,0
65137.93776,10352.18177,0
29496.59413,2216.975334,0
45181.93371,2243.153992,0
24994.7782,51.64026024,0
54820.97401,10070.94905,1
62955.60829,207.5438178,0
52956.24608,959.0972148,0
40366.20324,7410.792024,1
60005.01013,10677.66802,0
37598.38508,3641.808411,0
61323.0009,8699.946682,0
21243.9323,3438.979277,0
62111.43441,499.2085782,0
56524.87881,5296.940273,0
51718.13696,1036.616804,0
43205.63175,4835.274657,0
26934.19744,4113.299167,0
68966.82256,6690.635338,0
31527.3472,2062.719158,0
46839.06109,1498.200316,0
32151.29686,4601.940086,0
40831.80192,6429.593688,0
30868.80482,4618.392184,0
62988.82643,6924.901569,0
65496.76748,11805.55577,0
63032.62627,390.3358609,0
27287.07454,4509.881422,1
44299.37174,5154.909843,0
44091.34923,1664.104927,0
26617.03032,2727.241681,0
21856.23353,1500.653745,0
28072.60436,1.377629593,0
35950.48845,2664.925675,0
28982.11236,1440.499168,0
51790.72645,1281.035729,0
65000.81962,1114.914824,0
29761.04601,3748.258124,1
23081.45074,257.6612015,0
60016.74099,1522.646768,0
54619.15536,901.2777768,0
66274.2081,10257.91839,0
49380.65863,5425.280945,0
46283.06746,2166.1231,0
25554.69852,4229.914353,0
36680.18192,4849.333785,1
30383.67633,2153.607725,0
67730.4437,8881.583636,1
36446.72414,2927.675444,0
33648.73899,1498.161255,0
53852.79954,2089.909464,0
61298.21867,9399.504602,0
69465.74696,7983.705373,0
39102.04171,4200.697505,0
29366.58233,4049.253865,1
67949.73807,1790.348617,0
29468.85918,3703.953047,1
56839.4019,9004.801714,0
38277.93687,7405.80321,0
49664.27072,5571.456364,0
49972.01083,763.9541159,0
27356.80095,2983.583322,0
36840.60366,6557.940331,0
51438.81407,6898.783719,0
40614.72205,2649.695356,0
56738.63732,3210.807048,0
68004.68622,2698.047781,0
44458.63729,1456.234944,0
66801.19751,288.6467693,0
48991.85368,7453.264268,1
69430.93662,2648.220452,0
27989.1111,1770.818279,0
67675.80477,4396.076877,0
47985.72247,8801.610127,1
43388.20947,7007.154253,0
63182.45567,3493.224567,0
20568.89131,2257.064782,0
25833.71723,3716.254685,1
23087.3014,423.4183995,0
36124.71783,6485.05748,1
57330.61941,1058.039202,0
47240.25312,4286.345614,0
55730.62923,9286.357545,0
61660.40132,1684.526564,0
49746.88744,7354.129523,1
23973.68759,95.46072238,0
28085.4796,4431.280471,0
33585.47474,3933.883012,0
44179.3851,5888.375781,0
56025.41973,4341.626699,0
49369.70415,109.3796228,0
26889.36474,675.7120311,0
30873.21764,4076.87675,0
30608.94324,2632.551811,0
54878.08965,1504.473462,0
32423.80685,2961.952368,0
46608.36902,1521.868405,0
65689.1897,255.072656,0
49054.86027,1102.240361,0
20310.57756,1279.113098,0
66423.39933,1066.214601,0
45783.15475,7492.90982,0
62887.76267,6849.484223,0
51088.21078,9097.112036,0
66217.94485,745.0760945,0
62799.75061,6752.586071,0
45789.48752,4545.157459,0
59727.40599,5203.325181,0
35513.58955,6983.360741,0
29178.97759,1664.386062,0
67501.69225,7589.75999,0
66255.02953,7475.212282,0
63558.86409,9282.927735,0
63441.71236,3119.412678,0
64983.15424,9109.774342,1
56946.64594,11175.84107,0
52349.87246,5181.848501,0
31473.45878,797.3459721,0
59267.3392,5085.311919,0
66809.17325,1316.187128,0
48083.31155,9193.095264,0
20629.3473,3310.410118,1
25363.33106,3946.001447,1
28873.67417,2224.469765,0
41430.85526,5719.278116,1
53612.13123,5976.896568,0
51555.74026,9217.688669,0
46564.3789,599.830324,0
61200.42748,406.8518612,0
29307.32077,481.8426971,0
67687.18308,10506.32803,1
52565.06574,372.9742533,0
52920.14801,9521.769942,1
34981.36783,5502.736031,1
65210.8371,12607.95166,1
60016.07961,2857.007414,0
23066.96468,1933.353568,0
52603.87864,2043.089553,0
20111.36326,1745.371922,0
32759.70028,5211.32563,0
30578.02016,3010.35024,0
21211.58939,931.7810522,0
53746.32658,9534.660206,1
45214.10922,1779.727735,0
58465.0497,11417.06009,1
54422.97349,444.6137769,0
62842.06439,107.5972315,0
53005.13229,2539.336749,0
40749.02818,6207.186165,1
49804.41083,7235.194717,1
37277.24612,6289.256076,1
46883.20654,6342.567909,1
31763.3692,3489.404122,0
61013.18158,1791.542962,0
41285.3589,532.1002558,0
39133.89186,433.4584179,0
62171.80256,1035.462496,0
53638.64595,109.4788536,0
49264.58489,3051.574267,0
63114.49699,11890.75719,0
58165.50622,4155.723767,0
43029.80326,6894.165381,1
21593.62266,458.0937244,0
49104.76824,9452.217947,0
65776.23241,2805.863745,0
36192.14945,7236.17393,1
62165.86119,4739.948954,0
50793.35572,421.6403796,0
62422.20379,2841.633423,0
63166.99496,4058.789534,0
23717.56785,1530.090242,0
66797.66467,11921.19954,1
30272.20362,1440.072549,0
55741.19569,3181.780519,0
