Date,Open,High,Low,Close,Adj Close,Volume
2018-06-16,0.196795,0.201144,0.192558,0.197006,0.197006,452049213.0
2018-06-17,0.197793,0.200422,0.195494,0.195494,0.195494,425591470.0
2018-06-18,0.198418,0.209761,0.192636,0.205961,0.205961,554003666.0
2018-06-19,0.205939,0.209983,0.201054,0.207193,0.207193,304658742.0
2018-06-20,0.2073,0.207338,0.200478,0.205547,0.205547,220868524.0
2018-06-21,0.205591,0.206247,0.201654,0.202989,0.202989,268498880.0
2018-06-22,0.202653,0.204098,0.176418,0.181018,0.181018,630549691.0
2018-06-23,0.181223,0.184194,0.175429,0.179207,0.179207,674422538.0
2018-06-24,0.178811,0.183949,0.15818,0.170317,0.170317,670429656.0
2018-06-25,0.168968,0.174839,0.162914,0.169278,0.169278,387795864.0
2018-06-26,0.170335,0.175702,0.167408,0.169391,0.169391,278236821.0
2018-06-27,0.169801,0.171771,0.160305,0.167272,0.167272,395678029.0
2018-06-28,0.165092,0.172197,0.160608,0.162227,0.162227,253160181.0
2018-06-29,0.165795,0.170857,0.157325,0.16614,0.16614,262326411.0
2018-06-30,0.166644,0.17396,0.165696,0.171072,0.171072,419112505.0
2018-07-01,0.171689,0.174795,0.168143,0.170385,0.170385,577377803.0
2018-07-02,0.170195,0.186978,0.166737,0.185733,0.185733,399397488.0
2018-07-03,0.185443,0.190443,0.17946,0.180823,0.180823,386837820.0
2018-07-04,0.180754,0.187113,0.177213,0.184087,0.184087,328406338.0
2018-07-05,0.184027,0.18512,0.177578,0.178995,0.178995,261173635.0
2018-07-06,0.179722,0.180357,0.175701,0.178645,0.178645,296320912.0
2018-07-07,0.178939,0.182072,0.175249,0.181951,0.181951,289325328.0
2018-07-08,0.181785,0.183793,0.177,0.179608,0.179608,344330240.0
2018-07-09,0.179696,0.181913,0.178511,0.178753,0.178753,290674856.0
2018-07-10,0.178949,0.180069,0.154129,0.165789,0.165789,463477437.0
2018-07-11,0.165403,0.170099,0.161693,0.166662,0.166662,672724971.0
2018-07-12,0.164576,0.16667,0.153759,0.157921,0.157921,289040384.0
2018-07-13,0.157993,0.161513,0.151169,0.159753,0.159753,424083916.0
2018-07-14,0.157769,0.16331,0.149809,0.161768,0.161768,286284775.0
2018-07-15,0.162329,0.165385,0.158876,0.163018,0.163018,265046711.0
2018-07-16,0.162071,0.196637,0.162071,0.195647,0.195647,1067592748.0
2018-07-17,0.192739,0.223133,0.191432,0.22085,0.22085,1055665864.0
2018-07-18,0.220474,0.296021,0.218172,0.254746,0.254746,2695482806.0
2018-07-19,0.252717,0.272924,0.238888,0.265265,0.265265,1749375896.0
2018-07-20,0.264245,0.264753,0.226385,0.234369,0.234369,1238370267.0
2018-07-21,0.237103,0.242693,0.221088,0.224749,0.224749,917057517.0
2018-07-22,0.229515,0.246213,0.225274,0.237677,0.237677,780552864.0
2018-07-23,0.238386,0.250027,0.235372,0.23619,0.23619,576384929.0
2018-07-24,0.237214,0.252864,0.233344,0.249538,0.249538,746585227.0
2018-07-25,0.247672,0.252362,0.227692,0.243473,0.243473,906867610.0
2018-07-26,0.242601,0.250519,0.230285,0.232959,0.232959,474848875.0
2018-07-27,0.232612,0.237438,0.225279,0.23445,0.23445,349197324.0
2018-07-28,0.233816,0.238067,0.232455,0.233235,0.233235,229225528.0
2018-07-29,0.234172,0.238504,0.225446,0.226874,0.226874,404090358.0
2018-07-30,0.227253,0.229942,0.207916,0.224503,0.224503,942028920.0
2018-07-31,0.228083,0.228083,0.195681,0.201566,0.201566,975658920.0
2018-08-01,0.206575,0.21592,0.193967,0.21592,0.21592,1013461698.0
2018-08-02,0.210516,0.216189,0.20087,0.20215,0.20215,476376509.0
2018-08-03,0.203076,0.203526,0.195229,0.199983,0.199983,654347953.0
2018-08-04,0.198486,0.203239,0.187565,0.188157,0.188157,546956739.0
2018-08-05,0.190718,0.199812,0.18733,0.19446,0.19446,780273068.0
2018-08-06,0.196858,0.199392,0.188508,0.191231,0.191231,390061183.0
2018-08-07,0.190913,0.194317,0.182499,0.183287,0.183287,392885182.0
2018-08-08,0.183149,0.183149,0.164452,0.165757,0.165757,334946096.0
2018-08-09,0.165326,0.178263,0.163574,0.175686,0.175686,506963187.0
2018-08-10,0.175619,0.179747,0.162925,0.164776,0.164776,323297282.0
2018-08-11,0.163977,0.169464,0.161516,0.165572,0.165572,350201007.0
2018-08-12,0.165017,0.168059,0.162577,0.165612,0.165612,236546957.0
2018-08-13,0.165801,0.171129,0.159986,0.163233,0.163233,348751016.0
2018-08-14,0.162464,0.162756,0.150065,0.158104,0.158104,525492380.0
2018-08-15,0.157793,0.168657,0.157267,0.161035,0.161035,376104946.0
2018-08-16,0.160728,0.166104,0.156419,0.1606,0.1606,410694730.0
2018-08-17,0.162289,0.173704,0.160104,0.172058,0.172058,366846855.0
2018-08-18,0.173619,0.175123,0.165939,0.167811,0.167811,472332305.0
2018-08-19,0.169147,0.173359,0.165831,0.173359,0.173359,186796859.0
2018-08-20,0.172732,0.1742,0.164746,0.165353,0.165353,169227817.0
2018-08-21,0.165065,0.169777,0.164321,0.169349,0.169349,149071775.0
2018-08-22,0.169231,0.175836,0.161539,0.161694,0.161694,416527675.0
2018-08-23,0.161715,0.16806,0.161592,0.167211,0.167211,181997826.0
2018-08-24,0.167578,0.170406,0.165023,0.169731,0.169731,227503624.0
2018-08-25,0.169538,0.170653,0.164782,0.165816,0.165816,281850650.0
2018-08-26,0.165649,0.168825,0.160043,0.168217,0.168217,203739611.0
2018-08-27,0.168173,0.17314,0.166971,0.172723,0.172723,253885186.0
2018-08-28,0.173623,0.183543,0.171816,0.182712,0.182712,365551591.0
2018-08-29,0.182698,0.18477,0.17734,0.183769,0.183769,323619852.0
2018-08-30,0.183212,0.231072,0.183107,0.226826,0.226826,2402860950.0
2018-08-31,0.227471,0.344258,0.227267,0.340363,0.340363,5477685500.0
2018-09-01,0.336616,0.479436,0.307915,0.445718,0.445718,13761646000.0
2018-09-02,0.448001,0.465328,0.322897,0.354935,0.354935,9899459000.0
2018-09-03,0.356833,0.394081,0.353914,0.375026,0.375026,4070278148.0
2018-09-04,0.375908,0.381039,0.361851,0.377131,0.377131,2325999258.0
2018-09-05,0.376448,0.387022,0.345075,0.353779,0.353779,3625958000.0
2018-09-06,0.353411,0.366284,0.334744,0.360393,0.360393,2336704722.0
2018-09-07,0.359445,0.390622,0.359445,0.380956,0.380956,2700270286.0
2018-09-08,0.38027,0.420494,0.38027,0.408552,0.408552,3463262974.0
2018-09-09,0.409865,0.419418,0.409302,0.4184,0.4184,2338018160.0
2018-09-10,0.419173,0.502305,0.419173,0.499354,0.499354,5570796420.0
2018-09-11,0.502176,0.502176,0.431304,0.459667,0.459667,6528195027.0
2018-09-12,0.459419,0.465849,0.449796,0.465756,0.465756,4316308815.0
2018-09-13,0.466683,0.476853,0.461647,0.472081,0.472081,3297715043.0
2018-09-14,0.472373,0.479533,0.436733,0.444144,0.444144,3012071700.0
2018-09-15,0.444673,0.450383,0.440871,0.443098,0.443098,1218656468.0
2018-09-16,0.444928,0.469383,0.441349,0.469383,0.469383,1552291382.0
2018-09-17,0.470031,0.470528,0.446495,0.452783,0.452783,1913769327.0
2018-09-18,0.4519,0.455,0.420849,0.434799,0.434799,2885426650.0
2018-09-19,0.435046,0.438417,0.387814,0.40581,0.40581,2795987455.0
2018-09-20,0.405556,0.426897,0.405556,0.408473,0.408473,1818556483.0
2018-09-21,0.408489,0.430541,0.400679,0.410457,0.410457,1613665878.0
2018-09-22,0.410352,0.420173,0.404785,0.415938,0.415938,1077587741.0
2018-09-23,0.416439,0.426686,0.414312,0.426279,0.426279,899025784.0
2018-09-24,0.426524,0.43823,0.411154,0.412689,0.412689,1253439616.0
2018-09-25,0.412897,0.420778,0.407184,0.413212,0.413212,1279038356.0
2018-09-26,0.413696,0.417724,0.411516,0.41238,0.41238,845355440.0
2018-09-27,0.412883,0.428803,0.413694,0.426897,0.426897,1096225625.0
2018-09-28,0.425829,0.432758,0.419269,0.422801,0.422801,1048682889.0
2018-09-29,0.422909,0.427631,0.417989,0.425268,0.425268,1133177364.0
2018-09-30,0.425461,0.428451,0.422559,0.42825,0.42825,971442935.0
2018-10-01,0.427916,0.43848,0.428856,0.43593,0.43593,1474409261.0
2018-10-02,0.434869,0.437969,0.422116,0.426997,0.426997,1125989875.0
2018-10-03,0.426242,0.424818,0.413516,0.421306,0.421306,1176885794.0
2018-10-04,0.421873,0.422986,0.410536,0.415664,0.415664,1069811319.0
2018-10-05,0.41578,0.42259,0.4168,0.420066,0.420066,931155418.0
2018-10-06,0.421338,0.425597,0.404451,0.410828,0.410828,967281979.0
2018-10-07,0.411875,0.411242,0.406557,0.410993,0.410993,573066069.0
2018-10-08,0.411803,0.418593,0.409359,0.412146,0.412146,899717486.0
2018-10-09,0.413285,0.419138,0.41369,0.418914,0.418914,668777752.0
2018-10-10,0.418412,0.419794,0.410628,0.412217,0.412217,762874746.0
2018-10-11,0.41189,0.411835,0.362857,0.37109,0.37109,1393000330.0
2018-10-12,0.369743,0.389829,0.367039,0.386627,0.386627,710008801.0
2018-10-13,0.386463,0.387997,0.379999,0.381825,0.381825,596497732.0
2018-10-14,0.381257,0.384376,0.378637,0.380092,0.380092,584388130.0
2018-10-15,0.379732,0.403769,0.377121,0.384926,0.384926,1370644840.0
2018-10-16,0.385224,0.385168,0.364805,0.368601,0.368601,866496167.0
2018-10-17,0.368041,0.369112,0.330292,0.338207,0.338207,1775597568.0
2018-10-18,0.338647,0.348037,0.318802,0.322459,0.322459,1679371993.0
2018-10-19,0.322681,0.335252,0.313542,0.328441,0.328441,1269232175.0
2018-10-20,0.330689,0.334427,0.325965,0.334409,0.334409,556545381.0
2018-10-21,0.334486,0.337673,0.330811,0.331913,0.331913,552612826.0
2018-10-22,0.331193,0.33272,0.320474,0.321634,0.321634,781148740.0
2018-10-23,0.322189,0.32362,0.304166,0.305495,0.305495,945643074.0
2018-10-24,0.304792,0.306143,0.282328,0.286429,0.286429,1305868226.0
2018-10-25,0.286486,0.287063,0.269188,0.272202,0.272202,903375061.0
2018-10-26,0.271177,0.292679,0.271139,0.291364,0.291364,1185714552.0
2018-10-27,0.293329,0.311186,0.293329,0.306786,0.306786,1703050161.0
2018-10-28,0.306297,0.306297,0.295063,0.297147,0.297147,855291892.0
2018-10-29,0.296034,0.298484,0.281437,0.283213,0.283213,1034382807.0
2018-10-30,0.283885,0.287338,0.281125,0.283618,0.283618,871316777.0
2018-10-31,0.282519,0.285294,0.273111,0.278845,0.278845,1057453343.0
2018-11-01,0.278511,0.291806,0.275229,0.276911,0.276911,735694617.0
2018-11-02,0.277028,0.278852,0.271257,0.27514,0.27514,825649678.0
2018-11-03,0.275325,0.276066,0.272008,0.272225,0.272225,569845129.0
2018-11-04,0.273335,0.276225,0.268113,0.268113,0.268113,655917225.0
2018-11-05,0.267271,0.27289,0.26361,0.263933,0.263933,848534767.0
2018-11-06,0.264668,0.272734,0.264245,0.270132,0.270132,1136740322.0
2018-11-07,0.270289,0.271525,0.26258,0.263297,0.263297,767541610.0
2018-11-08,0.263264,0.264921,0.245554,0.246713,0.246713,986758567.0
